,idx
1325,33461
1326,215873
1327,13005
1328,124584
1329,90230
1330,116543
1331,265939
1332,89363
1333,15049
1334,47557
1335,232136
1336,75498
1337,235955
1338,181882
1339,259239
1340,140959
1341,250672
1342,178696
1343,123302
1344,106561
1345,150344
1346,268361
1347,65307
1348,38574
1349,171423
1350,52113
1351,43968
1352,90787
1353,86975
1354,147078
1355,183902
1356,158393
1357,31614
1358,200313
1359,189985
1360,216795
1361,4740
1362,263146
1363,191159
1364,145192
1365,108781
1366,224238
1367,9141
1368,170907
1369,195178
1370,203932
1371,200879
1372,144771
1373,78065
1374,214077
1375,150779
1376,5672
1377,106207
1378,49560
1379,241099
1380,120165
1381,236428
1382,184105
1383,126727
1384,74333
1385,137110
1386,17272
1387,265792
1388,32936
1389,233330
1390,199547
1391,38603
1392,232377
1393,181717
1394,176503
1395,44959
1396,193517
1397,188347
1398,119496
1399,87937
1400,266110
1401,49375
1402,258042
1403,99504
1404,44704
1405,191446
1406,238375
1407,206277
1408,48902
1409,151530
1410,78097
1411,148129
1412,10427
1413,74895
1414,235956
1415,229327
1416,124937
1417,183395
1418,167261
1419,258887
1420,202668
1421,42004
1422,47693
1423,266270
1424,116374
1425,180920
1426,106490
1427,230986
1428,15357
1429,200461
1430,247861
1431,252048
1432,107211
1433,253158
1434,183446
1435,171311
1436,49231
1437,97436
1438,76749
1439,32712
1440,86537
1441,195175
1442,22439
1443,37453
1444,180559
1445,172010
1446,76617
1447,146392
1448,247865
1449,174362
1450,103443
1451,219382
1452,220493
1453,123798
1454,242511
1455,154105
1456,222645
1457,46447
1458,40712
1459,203873
1460,96288
1461,16072
1462,208248
1463,213710
1464,135993
1465,254462
1466,219517
1467,149690
1468,269405
1469,241491
1470,126572
1471,213572
1472,100451
1473,65792
1474,23688
1475,155700
1476,45184
1477,240833
1478,222983
1479,127022
1480,63046
1481,132982
1482,115614
1483,152933
1484,32677
1485,223824
1486,111829
1487,233585
1488,245572
1489,127716
1490,89909
1491,174522
1492,90408
1493,81722
1494,244837
1495,268341
1496,263195
1497,69851
1498,263255
1499,7992
1500,13756
1501,251485
1502,148036
1503,124917
1504,222031
1505,206870
1506,94701
1507,35457
1508,35099
1509,119038
1510,85982
1511,197000
1512,149583
1513,129401
1514,2312
1515,263393
1516,201189
1517,235307
1518,153675
1519,16119
1520,23748
1521,253321
1522,220475
1523,135549
1524,179861
1525,217451
1526,238210
1527,114113
1528,153417
1529,223931
1530,219710
1531,192874
1532,16105
1533,48624
1534,230465
1535,168815
1536,103932
1537,163227
1538,160088
1539,214200
1540,238934
1541,100114
1542,261924
1543,34770
1544,135584
1545,45080
1546,244432
1547,208764
1548,270873
1549,26569
1550,149464
1551,180270
1552,95383
1553,125033
1554,252252
1555,210599
1556,244222
1557,156664
1558,180835
1559,206743
1560,209123
1561,115137
1562,147947
1563,255016
1564,90180
1565,80136
1566,221003
1567,156191
1568,103209
1569,2550
1570,26368
1571,75811
1572,25673
1573,23221
1574,106518
1575,188391
1576,33089
1577,91799
1578,33222
1579,239245
1580,233086
1581,144100
1582,188400
1583,190644
1584,219880
1585,178299
1586,127609
1587,177691
1588,189051
1589,82235
1590,127347
1591,118542
1592,28776
1593,175948
1594,21785
1595,83415
1596,260900
1597,118375
1598,129360
1599,221655
1600,18845
1601,103131
1602,32775
1603,119419
1604,207999
1605,233208
1606,154732
1607,165671
1608,247143
1609,15306
1610,189474
1611,226450
1612,226757
1613,137940
1614,240488
1615,178435
1616,179342
1617,242308
1618,6503
1619,263840
1620,244297
1621,212143
1622,120435
1623,129176
1624,235325
1625,199057
1626,183859
1627,5692
1628,4747
1629,117660
1630,92319
1631,160405
1632,141752
1633,180426
1634,39295
1635,160253
1636,180887
1637,159883
1638,144905
1639,223624
1640,56723
1641,268739
1642,67812
1643,259377
1644,124987
1645,118217
1646,89815
1647,240417
1648,133828
1649,126389
1650,145336
1651,216806
1652,148941
1653,254968
1654,16249
1655,235393
1656,107233
1657,159084
