,idx
263966,72503
263965,179933
263964,115442
263963,28656
263962,161893
263961,165122
263960,102060
263959,69390
263958,176489
263957,141587
263956,40428
263955,246936
263954,89413
263953,153139
263952,127153
263951,48673
263950,99973
263949,7621
263948,35990
263947,152718
263946,28667
263945,163399
263944,45382
263943,74613
263942,46086
263941,212930
263940,185856
263939,164660
263938,235363
263937,47073
263936,118142
263935,193894
263934,254901
263933,40163
263932,180209
263931,60360
263930,35081
263929,69436
263928,242901
263927,11650
263926,263089
263925,4152
263924,101044
263923,238240
263922,194457
263921,183742
263920,94544
263919,4020
263918,148516
263917,171278
263916,35450
263915,256416
263914,171173
263913,95678
263912,263575
263911,258924
263910,65814
263909,247930
263908,45474
263907,142281
263906,101413
263905,270442
263904,202373
263903,78307
263902,113580
263901,200902
263900,85774
263899,81521
263898,2244
263897,45070
263896,50014
263895,235625
263894,71697
263893,195197
263892,142336
263891,242398
263890,158050
263889,126074
263888,96917
263887,109469
263886,169492
263885,25241
263884,1981
263883,49334
263882,126705
263881,236361
263880,145927
263879,139064
263878,3270
263877,128756
263876,59990
263875,12878
263874,126706
263873,26250
263872,114783
263871,93115
263870,27050
263869,126261
263868,79045
263867,212946
263866,237485
263865,28534
263864,109429
263863,73951
263862,121784
263861,209905
263860,38095
263859,157591
263858,73520
263857,135435
263856,78207
263855,257693
263854,223001
263853,132557
263852,208015
263851,213071
263850,17560
263849,127744
263848,160688
263847,93465
263846,78081
263845,246822
263844,76268
263843,47604
263842,135826
263841,25203
263840,179995
263839,16265
263838,177943
263837,259544
263836,233102
263835,20717
263834,194395
263833,174910
263832,132570
263831,97362
263830,114560
263829,241285
263828,184217
263827,63431
263826,12425
263825,74438
263824,236322
263823,203605
263822,80485
263821,240721
263820,215727
263819,12132
263818,26005
263817,5919
263816,171519
263815,232186
263814,73737
263813,206686
263812,270871
263811,3610
263810,118582
263809,41516
263808,40513
263807,75199
263806,120930
263805,33529
263804,163117
263803,56
263802,149392
263801,30710
263800,82126
263799,181520
263798,88818
263797,62280
263796,257340
263795,216246
263794,68573
263793,68541
263792,105261
263791,246458
263790,207105
263789,238785
263788,179381
263787,220390
263786,220693
263785,242400
263784,187136
263783,42405
263782,247389
263781,94110
263780,263920
263779,56038
263778,174314
263777,255410
263776,256454
263775,116108
263774,32588
263773,206955
263772,125129
263771,215857
263770,174992
263769,185295
263768,149555
263767,221380
263766,41392
263765,261647
263764,63671
263763,202399
263762,116449
263761,95195
263760,247696
263759,238688
263758,202483
263757,79391
263756,50293
263755,234239
263754,162984
263753,26138
263752,72584
263751,147768
263750,221478
263749,154878
263748,232259
263747,130270
263746,160041
263745,142132
263744,51280
263743,89968
263742,11779
263741,198987
263740,48192
263739,29481
263738,162155
263737,23700
263736,229854
263735,121397
263734,184682
263733,11757
263732,203125
263731,132236
263730,268297
263729,58114
263728,190331
263727,49894
263726,27034
263725,175122
263724,173795
263723,270249
263722,86162
263721,247164
263720,170254
263719,166279
263718,22255
263717,32372
263716,95384
263715,139977
263714,67120
263713,92260
263712,24366
263711,38116
263710,248142
263709,29111
263708,98742
263707,94106
263706,15962
263705,188470
263704,16916
263703,138906
263702,166346
263701,126254
263700,130097
263699,79361
263698,132416
263697,209796
263696,254237
263695,225753
263694,100253
263693,115658
263692,111531
263691,103890
263690,94681
263689,93089
263688,161861
263687,81369
263686,138966
263685,125275
263684,78622
263683,41971
263682,222590
263681,84437
263680,207468
263679,131153
263678,63334
263677,101513
263676,156718
263675,186003
263674,144116
263673,20805
263672,129479
263671,206522
263670,218976
263669,239492
263668,197825
263667,109032
263666,36975
263665,10229
263664,228714
263663,107506
263662,254350
263661,189727
263660,60279
263659,139642
263658,96937
263657,106761
263656,182157
263655,40017
263654,38999
263653,209780
263652,143953
263651,47504
263650,181297
263649,45150
263648,142309
263647,77279
263646,127192
263645,198654
263644,245910
263643,263618
263642,256881
263641,34195
263640,165900
263639,112018
263638,214696
263637,270154
263636,26696
263635,266589
263634,80007
263633,249551
263632,172427
263631,227331
263630,98114
263629,195043
263628,132606
263627,99431
263626,106557
263625,219053
263624,66905
263623,16096
263622,119621
263621,78360
263620,73037
263619,204815
263618,140679
263617,227750
263616,17781
263615,201609
263614,117133
263613,116873
263612,82018
263611,144927
263610,211103
263609,177980
263608,43152
263607,147174
263606,154937
263605,188455
263604,120731
263603,199752
263602,113436
263601,193930
263600,86742
263599,34250
263598,240499
263597,77420
263596,86816
263595,67066
263594,86378
263593,218545
263592,38107
263591,110636
263590,191542
263589,259954
263588,89053
263587,215108
263586,75445
263585,12062
263584,268262
263583,82978
263582,75725
263581,88028
263580,257449
263579,253375
263578,129613
263577,165444
263576,80163
263575,193343
263574,77409
263573,110552
263572,155740
263571,200394
263570,196801
263569,96290
263568,3680
263567,18648
263566,16124
263565,259651
263564,160489
263563,191448
263562,11467
263561,63975
263560,17441
263559,268488
263558,222468
263557,107116
263556,146666
263555,42262
263554,41956
263553,130233
263552,118836
263551,9566
263550,118821
263549,108607
263548,134720
263547,205184
263546,265462
263545,248054
263544,86518
263543,238371
263542,223515
263541,142388
263540,29735
263539,34418
263538,135538
263537,47533
263536,257158
263535,38182
263534,178843
263533,137742
263532,187218
263531,257625
263530,44160
263529,3537
263528,134620
263527,60625
263526,33084
263525,220864
263524,260544
263523,42677
263522,248055
263521,245360
263520,256193
263519,201132
263518,271072
263517,69116
263516,206440
263515,210162
263514,210880
263513,45185
263512,147182
263511,216800
263510,41649
263509,3144
263508,220057
263507,236247
263506,270849
263505,236255
263504,48003
263503,123043
263502,15034
263501,69620
263500,95163
263499,133865
263498,48331
263497,15002
263496,140928
263495,64321
263494,242507
263493,225026
263492,742
263491,153656
263490,205640
263489,77826
263488,153415
263487,32407
263486,165974
263485,150998
263484,186008
263483,56476
263482,53206
263481,21806
263480,49502
263479,71688
263478,70573
263477,205142
263476,229497
263475,93766
263474,118248
263473,62825
263472,158101
263471,125020
263470,95148
263469,181795
263468,58835
263467,69429
263466,32931
263465,76323
263464,25663
263463,85405
263462,268100
263461,77421
263460,90536
263459,224564
263458,193921
263457,198975
263456,586
263455,102075
263454,239246
263453,97032
263452,14243
263451,110365
263450,142321
263449,59121
263448,26014
263447,45278
263446,64685
263445,251700
263444,238172
263443,145030
263442,103046
263441,44669
263440,34359
263439,90301
263438,20317
263437,118320
263436,189149
263435,107006
263434,237389
263433,6883
263432,113434
263431,126367
263430,68526
263429,238793
263428,233618
263427,59980
263426,88848
263425,45597
263424,185786
263423,217215
263422,120194
263421,255640
263420,55071
263419,229158
263418,261898
263417,78299
263416,107279
263415,108554
263414,78267
263413,216349
263412,232478
263411,245434
263410,245433
263409,114117
263408,114092
263407,195096
263406,129070
263405,239414
263404,79150
263403,247363
263402,174016
263401,160404
263400,269464
263399,108468
263398,247478
263397,202835
263396,268306
263395,114356
263394,84968
263393,95222
263392,189255
263391,266593
263390,8470
263389,147523
263388,113548
263387,90215
263386,66167
263385,50655
263384,3028
263383,200289
263382,89730
263381,23306
263380,126716
263379,238516
263378,11885
263377,95600
263376,200997
263375,43158
263374,149727
263373,126515
263372,144883
263371,233647
263370,49433
263369,187407
263368,106635
263367,179352
263366,214027
263365,65920
263364,113008
263363,48487
263362,255315
263361,83913
263360,251818
263359,143360
263358,190613
263357,128038
263356,155808
263355,114062
263354,220538
263353,78164
263352,68976
263351,91252
263350,255134
263349,96950
263348,244450
263347,133199
263346,129535
263345,33812
263344,82543
263343,55445
263342,3932
263341,61559
263340,244295
263339,68546
263338,223549
263337,38692
263336,95138
263335,21299
263334,147767
263333,63266
263332,215172
263331,159734
263330,54982
263329,74502
263328,14871
263327,8202
263326,39519
263325,95664
263324,102335
263323,39571
263322,182250
263321,142637
263320,73748
263319,108679
263318,243842
263317,3577
263316,50765
263315,225405
263314,173882
263313,187105
263312,49257
263311,221512
263310,5297
263309,12254
263308,243190
263307,30847
263306,97200
263305,104877
263304,176459
263303,230956
263302,98471
263301,76839
263300,250232
263299,73530
263298,213668
263297,110748
263296,60574
263295,215004
263294,205430
263293,230026
263292,219842
263291,39908
263290,152525
263289,27295
263288,265863
263287,219415
263286,72424
263285,126108
263284,255729
263283,180079
263282,177192
263281,237664
263280,127694
263279,51997
263278,116940
263277,235206
263276,268334
263275,117276
263274,80654
263273,26420
263272,50688
263271,22143
263270,235344
263269,43999
263268,24401
263267,18521
263266,171135
263265,224227
263264,49402
263263,121482
263262,44886
263261,191760
263260,79872
263259,228375
263258,44255
263257,177146
263256,7076
263255,201628
263254,191964
263253,4258
263252,200977
263251,212812
263250,32918
263249,143782
263248,147693
263247,220695
263246,171207
263245,180022
263244,240577
263243,155520
263242,204329
263241,123827
263240,261533
263239,143789
263238,225197
263237,167747
263236,124902
263235,61837
263234,121098
263233,228713
263232,18847
263231,16352
263230,77038
263229,177155
263228,45915
263227,219377
263226,188466
263225,266707
263224,41832
263223,146113
263222,252887
263221,255381
263220,78890
263219,231169
263218,96657
263217,251653
263216,263649
263215,159679
263214,128910
263213,113047
263212,111275
263211,27621
263210,260279
263209,130234
263208,14889
263207,245873
263206,85524
263205,155151
263204,141514
263203,32980
263202,108636
263201,201880
263200,57846
263199,63587
263198,86740
263197,243107
263196,44155
263195,258351
263194,129361
263193,166280
263192,85472
263191,11077
263190,157684
263189,183825
263188,200849
263187,193469
263186,38595
263185,24381
263184,153229
263183,67104
263182,260781
263181,39089
263180,91619
263179,213670
263178,121615
263177,21042
263176,173127
263175,74640
263174,226183
263173,66726
263172,123449
263171,106208
263170,42791
263169,97360
263168,24020
263167,187188
263166,248224
263165,214174
263164,215844
263163,80017
263162,27328
263161,121802
263160,173326
263159,188518
263158,41934
263157,30454
263156,129344
263155,240441
263154,107021
263153,178159
263152,18021
263151,229183
263150,96052
263149,123064
263148,238732
263147,229357
263146,122150
263145,199017
263144,19923
263143,235788
263142,237662
263141,161066
263140,49175
263139,18631
263138,254360
263137,113582
263136,48366
263135,24626
263134,219471
263133,236449
263132,257243
263131,82125
263130,210527
263129,252938
263128,56685
263127,87895
263126,64046
263125,242083
263124,11746
263123,45530
263122,19524
263121,266045
263120,108310
263119,106290
263118,219401
263117,51978
263116,169830
263115,148681
263114,212856
263113,177156
263112,181130
263111,168790
263110,156843
263109,125415
263108,268859
263107,196719
263106,125184
263105,270517
263104,78800
263103,157491
263102,214802
263101,18702
263100,166373
263099,240563
263098,24719
263097,68551
263096,183514
263095,204454
263094,26426
263093,263406
263092,36937
263091,174368
263090,116789
263089,146769
263088,104836
263087,79933
263086,172367
263085,39161
263084,73576
263083,74210
263082,44691
263081,38915
263080,93168
263079,32744
263078,60563
263077,37621
263076,95207
263075,43659
263074,163740
263073,114295
263072,48974
263071,186427
263070,258043
263069,168371
263068,239795
263067,171230
263066,41645
263065,124575
263064,227191
263063,65002
263062,100887
263061,198134
263060,161757
263059,179850
263058,97779
263057,270009
263056,223409
263055,181388
263054,187982
263053,63483
263052,99731
263051,35543
263050,207463
263049,100450
263048,153989
263047,102899
263046,238002
263045,220074
263044,32541
263043,186949
263042,96867
263041,47608
263040,227697
263039,46213
263038,24445
263037,138174
263036,177917
263035,22160
263034,138918
263033,22112
263032,224210
263031,132738
263030,108722
263029,5825
263028,198941
263027,23497
263026,108716
263025,35551
263024,172774
263023,266699
263022,61133
263021,259533
263020,158303
263019,116634
263018,72351
263017,155197
263016,244393
263015,228389
263014,121935
263013,94479
263012,244929
263011,80520
263010,147568
263009,267525
263008,244806
263007,119670
263006,23672
263005,140920
263004,63225
263003,78020
263002,166654
263001,40675
263000,174906
262999,220070
262998,17396
262997,60985
262996,31834
262995,190430
262994,99927
262993,219291
262992,181571
262991,133144
262990,15561
262989,178024
262988,33006
262987,17491
262986,119788
262985,143880
262984,16573
262983,171610
262982,243424
262981,183518
262980,211591
262979,161688
262978,242558
262977,140926
262976,110449
262975,142972
262974,32989
262973,4308
262972,37462
262971,41093
262970,156830
262969,113151
262968,162954
262967,96788
262966,233098
262965,188538
262964,230892
262963,86304
262962,129807
262961,18704
262960,150948
262959,22170
262958,67706
262957,38126
262956,160280
262955,120322
262954,247184
262953,103514
262952,28655
262951,49830
262950,178653
262949,84650
262948,96886
262947,160906
262946,261347
262945,33307
262944,119565
262943,45598
262942,92500
262941,136537
262940,90984
262939,202323
262938,180921
262937,109045
262936,216923
262935,114210
262934,228418
262933,200991
262932,182612
262931,180948
262930,135443
262929,240907
262928,78709
262927,77014
262926,169334
262925,159740
262924,129689
262923,42609
262922,256494
262921,263546
262920,203651
262919,67775
262918,232869
262917,242619
262916,65225
262915,195631
262914,259347
262913,106277
262912,56313
262911,172340
262910,180235
262909,126415
262908,63437
262907,266032
262906,207071
262905,108786
262904,174242
262903,144264
262902,200366
262901,128625
262900,242847
262899,251817
262898,178662
262897,74734
262896,120826
262895,232968
262894,187134
262893,269965
262892,267448
262891,35528
262890,11378
262889,99877
262888,168904
262887,79291
262886,170435
262885,168179
262884,126142
262883,4005
262882,14195
262881,191896
262880,104798
262879,267692
262878,169021
262877,183940
262876,143572
262875,227541
262874,265453
262873,157983
262872,255580
262871,5683
262870,193283
262869,31496
262868,227738
262867,253639
262866,253422
262865,37805
262864,123091
262863,229829
262862,194250
262861,149646
262860,82376
262859,165307
262858,181440
262857,33078
262856,182581
262855,133161
262854,198259
262853,259896
262852,209184
262851,265801
262850,219881
262849,17339
262848,19570
262847,188844
262846,229206
262845,33071
262844,103746
262843,41513
262842,214182
262841,198462
262840,255329
262839,61229
262838,236680
262837,142868
262836,85677
262835,122379
262834,243309
262833,170328
262832,161439
262831,97321
262830,149275
262829,66208
262828,43653
262827,114801
262826,138905
262825,186033
262824,50396
262823,137492
262822,24938
262821,142536
262820,134857
262819,170623
262818,4202
262817,227380
262816,141255
262815,232470
262814,24782
262813,13483
262812,97493
262811,67137
262810,178211
262809,191198
262808,258188
262807,238733
262806,179537
262805,160761
262804,128490
262803,242088
262802,42246
262801,13958
262800,220386
262799,97470
262798,3234
262797,170213
262796,229423
262795,86687
262794,44446
262793,192493
262792,50708
262791,178771
262790,140433
262789,266557
262788,40475
262787,54545
262786,78305
262785,235640
262784,11873
262783,227370
262782,192579
262781,224025
262780,48426
262779,38598
262778,101295
262777,32629
262776,118880
262775,32759
262774,206570
262773,118637
262772,124766
262771,214408
262770,163458
262769,76336
262768,210516
262767,199771
262766,198661
262765,223228
262764,243843
262763,166571
262762,192956
262761,229292
262760,118206
262759,848
262758,265179
262757,77863
262756,77397
262755,156686
262754,114994
262753,140407
262752,125710
262751,266809
262750,97973
262749,94813
262748,153767
262747,149382
262746,153990
262745,213895
262744,243987
262743,54662
262742,135890
262741,249685
262740,148904
262739,230818
262738,54536
262737,63838
262736,262558
262735,55977
262734,260242
262733,88350
262732,193351
262731,249615
262730,65976
262729,242737
262728,173828
262727,110004
262726,138988
262725,153286
262724,210870
262723,158661
262722,250498
262721,178862
262720,221294
262719,231093
262718,160823
262717,190506
262716,11562
262715,126274
262714,78092
262713,265361
262712,114238
262711,179969
262710,150997
262709,70178
262708,105097
262707,102418
262706,257143
262705,257070
262704,5436
262703,267722
262702,98438
262701,121030
262700,87584
262699,1569
262698,128960
262697,210085
262696,137745
262695,235611
262694,200968
262693,89883
262692,227336
262691,115060
262690,219843
262689,140154
262688,2472
262687,236222
262686,165187
262685,199538
262684,73745
262683,175660
262682,36887
262681,90884
262680,188722
262679,43386
262678,31230
262677,45099
262676,158003
262675,56675
262674,257606
262673,206678
262672,32763
262671,20540
262670,142102
262669,187537
262668,79518
262667,219539
262666,170364
262665,138302
262664,153353
262663,32611
262662,73690
262661,32932
262660,8277
262659,83154
262658,219968
262657,169644
262656,134672
262655,184596
262654,99490
262653,170609
262652,24062
262651,105556
262650,42583
262649,27416
262648,92460
262647,126021
262646,126110
262645,7847
262644,154920
262643,45869
262642,44528
262641,42213
262640,239228
262639,128142
262638,41190
262637,177572
262636,98936
262635,11996
262634,64021
262633,106018
262632,267099
262631,40282
262630,61026
262629,26710
262628,128119
262627,212948
262626,207161
262625,258745
262624,66666
262623,144937
262622,255512
262621,112690
262620,190783
262619,196319
262618,232103
262617,48002
262616,234882
262615,24409
262614,79421
262613,97719
262612,260960
262611,2030
262610,37776
262609,72687
262608,145777
262607,173298
262606,86704
262605,125927
262604,176013
262603,192423
262602,143898
262601,219591
262600,235738
262599,217453
262598,21930
262597,141501
262596,239052
262595,95152
262594,49921
262593,239710
262592,141534
262591,97560
262590,41132
262589,77278
262588,179849
262587,126817
262586,256977
262585,177025
262584,73457
262583,30747
262582,134702
262581,242616
262580,180734
262579,31544
262578,161436
262577,238672
262576,96038
262575,233306
262574,192119
262573,25743
262572,119163
262571,56709
262570,263202
262569,263508
262568,47805
262567,167919
262566,232513
262565,270455
262564,107172
262563,267171
262562,106308
262561,64653
262560,10076
262559,28963
262558,235565
262557,192543
262556,195067
262555,266912
262554,93090
262553,33887
262552,120697
262551,152218
262550,24627
262549,124892
262548,98871
262547,52565
262546,44455
262545,49571
262544,170566
262543,110071
262542,110157
262541,31585
262540,243073
262539,111792
262538,154514
262537,237660
262536,236140
262535,90511
262534,108130
262533,220422
262532,86579
262531,78287
262530,116161
262529,83308
262528,185492
262527,188417
262526,78509
262525,119798
262524,85282
262523,116828
262522,53630
262521,138900
262520,140927
262519,49335
262518,270540
262517,40346
262516,200376
262515,200742
262514,81851
262513,140894
262512,231656
262511,94593
262510,220668
262509,2063
262508,267111
262507,45575
262506,244616
262505,195602
262504,184728
262503,196015
262502,152025
262501,142215
262500,97797
262499,189311
262498,228474
262497,162824
262496,108061
262495,148000
262494,229302
262493,26502
262492,44754
262491,67921
262490,253237
262489,177235
262488,163618
262487,22338
262486,91223
262485,42529
262484,87005
262483,231930
262482,102038
262481,256141
262480,122569
262479,109483
262478,205074
262477,134016
262476,183081
262475,193913
262474,94488
262473,134136
262472,257077
262471,47906
262470,259967
262469,249957
262468,81929
262467,84377
262466,75417
262465,230763
262464,36742
262463,213977
262462,204111
262461,227062
262460,242881
262459,207093
262458,60157
262457,85180
262456,123077
262455,200466
262454,113824
262453,72869
262452,223956
262451,45011
262450,223922
262449,132722
262448,263861
262447,96
262446,238794
262445,215972
262444,262147
262443,157071
262442,23415
262441,107581
262440,46076
262439,224450
262438,268140
262437,217265
262436,187143
262435,198005
262434,250307
262433,256218
262432,222626
262431,145094
262430,59630
262429,142197
262428,194967
262427,109282
262426,216698
262425,109470
262424,267730
262423,122522
262422,44482
262421,1987
262420,180585
262419,229204
262418,226159
262417,256887
262416,259000
262415,160023
262414,43838
262413,114350
262412,166454
262411,216914
262410,234014
262409,97162
262408,223704
262407,198830
262406,18816
262405,26508
262404,5806
262403,179046
262402,264062
262401,176454
262400,153730
262399,14973
262398,195108
262397,219295
262396,203149
262395,196346
262394,247251
262393,259005
262392,85704
262391,117036
262390,155130
262389,33042
262388,186305
262387,166996
262386,167758
262385,122241
262384,166582
262383,221898
262382,262758
262381,185696
262380,39034
262379,75501
262378,28573
262377,166903
262376,160886
262375,50148
262374,125318
262373,21879
262372,47197
262371,229320
262370,240432
262369,120395
262368,222058
262367,33474
262366,125626
262365,254072
262364,108079
262363,69958
262362,75204
262361,164064
262360,231472
262359,169256
262358,109258
262357,52786
262356,126077
262355,67380
262354,240585
262353,117703
262352,268130
262351,146706
262350,255483
262349,175975
262348,225187
262347,147589
262346,119731
262345,185965
262344,236296
262343,182265
262342,268755
262341,152402
262340,196748
262339,60537
262338,88719
262337,45270
262336,131337
262335,202776
262334,138203
262333,57152
262332,44479
262331,196303
262330,7818
262329,50897
262328,211909
262327,91733
262326,45242
262325,252857
262324,48319
262323,68307
262322,210375
262321,41443
262320,31034
262319,6930
262318,169014
262317,257273
262316,87545
262315,32920
262314,191783
262313,201008
262312,225722
262311,228882
262310,38320
262309,68405
262308,201009
262307,184403
262306,98544
262305,54223
262304,59604
262303,211429
262302,264873
262301,32193
262300,154252
262299,56469
262298,3070
262297,209946
262296,93804
262295,174557
262294,123922
262293,51389
262292,60718
262291,153645
262290,210198
262289,165333
262288,43554
262287,131591
262286,59541
262285,109326
262284,149515
262283,26699
262282,266658
262281,220558
262280,78057
262279,238625
262278,139772
262277,21139
262276,147524
262275,49688
262274,159681
262273,211739
262272,244822
262271,253383
262270,81928
262269,98848
262268,27612
262267,457
262266,171612
262265,251200
262264,256413
262263,235482
262262,26721
262261,265996
262260,159542
262259,31057
262258,252683
262257,103409
262256,261885
262255,118001
262254,251954
262253,38427
262252,78216
262251,32350
262250,128543
262249,252236
262248,38783
262247,253455
262246,177591
262245,13825
262244,63709
262243,40183
262242,189793
262241,171735
262240,233143
262239,268458
262238,15165
262237,91870
262236,38981
262235,141902
262234,12324
262233,214560
262232,178185
262231,157347
262230,25096
262229,78144
262228,260289
262227,5934
262226,185244
262225,99066
262224,220767
262223,235606
262222,2999
262221,38632
262220,163929
262219,89754
262218,217516
262217,265235
262216,801
262215,224200
262214,144772
262213,112346
262212,64883
262211,216062
262210,192276
262209,268737
262208,33744
262207,50277
262206,11815
262205,56499
262204,256170
262203,5653
262202,38299
262201,27225
262200,40899
262199,266678
262198,234080
262197,90054
262196,88351
262195,136119
262194,162900
262193,148157
262192,253653
262191,196045
262190,131160
262189,139731
262188,190098
262187,97907
262186,218983
262185,237250
262184,118481
262183,45548
262182,230363
262181,231269
262180,125322
262179,29174
262178,170333
262177,71023
262176,134771
262175,84889
262174,46625
262173,263118
262172,162894
262171,121576
262170,43095
262169,168278
262168,46547
262167,74730
262166,266206
262165,94480
262164,131072
262163,234267
262162,90290
262161,144887
262160,35995
262159,179173
262158,219729
262157,145188
262156,118505
262155,221733
262154,48427
262153,268895
262152,67140
262151,124824
262150,32218
262149,151934
262148,38979
262147,183290
262146,231798
262145,159612
262144,109391
262143,159065
262142,76234
262141,26323
262140,63976
262139,250638
262138,128231
262137,247074
262136,192572
262135,260243
262134,49999
262133,45133
262132,5735
262131,168791
262130,239428
262129,109353
262128,29582
262127,66927
262126,224242
262125,90777
262124,117543
262123,80107
262122,121112
262121,45385
262120,133975
262119,147397
262118,95473
262117,210135
262116,20891
262115,216678
262114,235938
262113,223892
262112,152239
262111,17659
262110,76242
262109,250884
262108,109310
262107,123303
262106,201627
262105,3512
262104,182170
262103,125359
262102,83817
262101,150522
262100,202226
262099,90588
262098,141497
262097,117738
262096,157738
262095,6114
262094,160190
262093,60590
262092,97463
262091,220623
262090,107463
262089,102603
262088,9704
262087,40008
262086,96816
262085,24434
262084,203058
262083,158377
262082,118741
262081,3548
262080,132441
262079,158047
262078,170212
262077,234667
262076,122222
262075,233004
262074,25994
262073,265657
262072,108443
262071,32023
262070,261090
262069,15308
262068,96015
262067,254423
262066,53881
262065,266879
262064,25037
262063,245915
262062,150317
262061,219473
262060,125611
262059,92940
262058,150833
262057,38716
262056,169029
262055,55735
262054,146555
262053,101440
262052,90332
262051,138995
262050,125227
262049,142073
262048,41436
262047,48857
262046,54769
262045,148351
262044,118828
262043,133588
262042,35010
262041,172638
262040,36491
262039,65016
262038,42328
262037,94107
262036,205323
262035,254411
262034,131106
262033,66821
262032,101371
262031,97209
262030,250780
262029,230295
262028,114317
262027,115607
262026,221558
262025,229800
262024,227411
262023,187230
262022,247160
262021,268692
262020,109105
262019,219543
262018,183230
262017,201578
262016,185755
262015,193301
262014,15223
262013,26811
262012,177552
262011,172320
262010,133945
262009,21447
262008,58147
262007,69229
262006,107617
262005,216475
262004,45157
262003,257979
262002,91031
262001,269132
262000,255382
261999,180940
261998,267498
261997,97322
261996,259152
261995,74555
261994,106431
261993,263976
261992,175730
261991,77987
261990,45611
261989,233224
261988,128955
261987,215759
261986,55309
261985,45228
261984,147175
261983,31021
261982,256903
261981,164954
261980,4869
261979,22159
261978,79984
261977,184750
261976,197511
261975,175047
261974,183420
261973,220024
261972,47567
261971,63433
261970,125244
261969,264511
261968,242509
261967,163036
261966,231644
261965,215789
261964,99305
261963,52191
261962,91140
261961,157549
261960,196286
261959,28405
261958,114486
261957,124594
261956,221187
261955,104419
261954,91070
261953,7311
261952,250579
261951,97201
261950,103561
261949,247150
261948,221310
261947,118261
261946,41878
261945,253161
261944,19949
261943,263550
261942,5861
261941,44254
261940,186195
261939,106117
261938,95066
261937,147047
261936,218972
261935,53492
261934,77827
261933,45707
261932,200775
261931,36863
261930,255682
261929,130838
261928,62806
261927,196435
261926,160723
261925,253392
261924,228168
261923,46128
261922,61901
261921,264558
261920,4720
261919,192365
261918,99098
261917,96577
261916,8665
261915,67622
261914,251402
261913,148143
261912,177766
261911,176021
261910,100279
261909,91664
261908,104605
261907,158048
261906,148017
261905,140683
261904,135894
261903,97430
261902,41111
261901,222702
261900,216743
261899,178738
261898,40035
261897,227463
261896,210465
261895,12434
261894,148597
261893,116391
261892,116322
261891,76107
261890,74665
261889,261083
261888,28990
261887,207115
261886,59042
261885,87091
261884,129534
261883,185382
261882,215881
261881,20569
261880,191160
261879,67625
261878,74559
261877,174201
261876,166376
261875,148178
261874,13827
261873,264034
261872,125410
261871,110660
261870,252100
261869,268927
261868,173415
261867,68547
261866,15132
261865,115890
261864,134024
261863,222533
261862,31440
261861,170640
261860,177298
261859,267642
261858,215339
261857,164599
261856,131113
261855,219841
261854,257008
261853,150747
261852,185967
261851,47490
261850,134461
261849,55891
261848,129427
261847,147714
261846,164655
261845,149415
261844,55045
261843,235595
261842,46570
261841,242199
261840,66156
261839,119015
261838,211076
261837,45693
261836,256503
261835,32926
261834,143590
261833,121243
261832,172364
261831,217512
261830,205754
261829,197952
261828,178140
261827,40933
261826,38515
261825,124912
261824,66078
261823,63294
261822,116542
261821,125504
261820,144710
261819,201240
261818,58130
261817,250721
261816,170339
261815,160960
261814,48336
261813,136980
261812,129453
261811,61409
261810,222384
261809,60528
261808,40253
261807,60487
261806,137095
261805,138354
261804,196828
261803,119894
261802,262969
261801,241490
261800,6116
261799,144072
261798,79539
261797,132866
261796,198427
261795,244887
261794,126516
261793,39077
261792,261855
261791,4852
261790,180598
261789,111627
261788,241662
261787,166968
261786,87961
261785,161142
261784,34978
261783,238935
261782,68090
261781,210015
261780,34357
261779,76482
261778,78142
261777,188733
261776,223159
261775,268325
261774,40297
261773,179893
261772,150569
261771,5799
261770,79174
261769,91512
261768,201030
261767,264523
261766,21758
261765,118758
261764,17421
261763,239802
261762,184664
261761,220476
261760,186585
261759,78878
261758,28168
261757,27450
261756,262619
261755,52892
261754,263826
261753,39067
261752,228674
261751,252741
261750,200446
261749,119007
261748,174950
261747,22847
261746,267648
261745,137741
261744,237259
261743,57067
261742,3166
261741,171983
261740,162268
261739,88032
261738,117651
261737,268877
261736,140901
261735,128066
261734,42759
261733,4142
261732,221822
261731,133300
261730,256900
261729,36935
261728,116081
261727,111278
261726,106519
261725,24674
261724,240718
261723,48399
261722,243069
261721,209251
261720,227351
261719,247433
261718,63712
261717,77433
261716,107965
261715,125147
261714,176433
261713,128183
261712,150146
261711,39204
261710,38679
261709,78026
261708,216594
261707,259616
261706,111483
261705,5742
261704,133572
261703,210410
261702,60601
261701,36033
261700,77301
261699,240514
261698,157374
261697,40666
261696,269912
261695,255897
261694,270118
261693,260792
261692,153354
261691,70852
261690,254621
261689,222469
261688,51130
261687,164420
261686,89701
261685,41063
261684,201665
261683,70006
261682,134270
261681,107464
261680,245568
261679,38913
261678,221648
261677,262286
261676,169237
261675,225267
261674,216311
261673,223778
261672,37828
261671,105256
261670,109131
261669,172814
261668,60116
261667,177884
261666,186480
261665,68699
261664,268192
261663,259351
261662,141717
261661,13975
261660,180422
261659,140688
261658,69523
261657,135113
261656,15544
261655,179767
261654,158370
261653,74623
261652,17938
261651,161073
261650,32922
261649,4156
261648,159318
261647,258513
261646,244148
261645,143967
261644,228741
261643,60006
261642,100142
261641,205361
261640,30391
261639,36999
261638,234379
261637,118522
261636,137879
261635,7629
261634,56082
