,idx
1318,194014
1319,125007
1320,45165
1321,150297
1322,39295
1323,189725
1324,108781
1325,263492
1326,206870
1327,202315
1328,147525
1329,224238
1330,65040
1331,54233
1332,183514
1333,100451
1334,39941
1335,118560
1336,41497
1337,97436
1338,209211
1339,115614
1340,170228
1341,69858
1342,80136
1343,228121
1344,127780
1345,76617
1346,67812
1347,250672
1348,215970
1349,140959
1350,191233
1351,49380
1352,219855
1353,244495
1354,190585
1355,125994
1356,154105
1357,62662
1358,143738
1359,108944
1360,220743
1361,140902
1362,257007
1363,32650
1364,57041
1365,253493
1366,39340
1367,35099
1368,134434
1369,187174
1370,221146
1371,15904
1372,81722
1373,61071
1374,15357
1375,202078
1376,253310
1377,233585
1378,110262
1379,188347
1380,198240
1381,261924
1382,168175
1383,176503
1384,157982
1385,56423
1386,149517
1387,53022
1388,266111
1389,63046
1390,144100
1391,73092
1392,4320
1393,207017
1394,107268
1395,25673
1396,44250
1397,83129
1398,41723
1399,147074
1400,95742
1401,87904
1402,95209
1403,185743
1404,199433
1405,74555
1406,237039
1407,241491
1408,175584
1409,169332
1410,177980
1411,260720
1412,176178
1413,175599
1414,222983
1415,153417
1416,200989
1417,266110
1418,67920
1419,153675
1420,13707
1421,208248
1422,266270
1423,9141
1424,44134
1425,179342
1426,16249
1427,120049
1428,89955
1429,51594
1430,27173
1431,132569
1432,183395
1433,106699
1434,222645
1435,165671
1436,26720
1437,116026
1438,142377
1439,127834
1440,67611
1441,54369
1442,126205
1443,125284
1444,189051
1445,17331
1446,100114
1447,91432
1448,129360
1449,111829
1450,90522
1451,28223
1452,133828
1453,253903
1454,38173
1455,27624
1456,185864
1457,244297
1458,168815
1459,222671
1460,205199
1461,241099
1462,128655
1463,125092
1464,104469
1465,16919
1466,95532
1467,184813
1468,219640
1469,210599
1470,25739
1471,76428
1472,209061
1473,23221
1474,78281
1475,118217
1476,262298
1477,268152
1478,123302
1479,193922
1480,85631
1481,127609
1482,147078
1483,258042
1484,182930
1485,38574
1486,237643
1487,170497
1488,6503
1489,251485
1490,119496
1491,210465
1492,125378
1493,240145
1494,259938
1495,32957
1496,232994
1497,54538
1498,52823
1499,216795
1500,187110
1501,84921
1502,46213
1503,122828
1504,95194
1505,17233
1506,251218
1507,235268
1508,193332
1509,267397
1510,195393
1511,87937
1512,160267
1513,190987
1514,126727
1515,242532
1516,81901
1517,56723
1518,229835
1519,126255
1520,244432
1521,206277
1522,230986
1523,125148
1524,126923
1525,120165
1526,119038
1527,166298
1528,116374
1529,55450
1530,129306
1531,172283
1532,232136
1533,200176
1534,159038
1535,196169
1536,238210
1537,119810
1538,160122
1539,163742
1540,177691
1541,155311
1542,30420
1543,243385
1544,86694
1545,155419
1546,70482
1547,20784
1548,239819
1549,254461
1550,167269
1551,128696
1552,173725
1553,111362
1554,96957
1555,117660
1556,96223
1557,121493
1558,219351
1559,153049
1560,33089
1561,242238
1562,84464
1563,217451
1564,221128
1565,30444
1566,144947
1567,90756
1568,3774
1569,219880
1570,244055
1571,124584
1572,269405
1573,246060
1574,120435
1575,124917
1576,27912
1577,2550
1578,228552
1579,192874
1580,182593
1581,110311
1582,132982
1583,13483
1584,106676
1585,114113
1586,260603
1587,246065
1588,107778
1589,188463
1590,157551
1591,180835
1592,158047
1593,221727
1594,180270
1595,13946
1596,235307
1597,253321
1598,51879
1599,186006
1600,114115
1601,107211
1602,159814
1603,126572
1604,190644
1605,108670
1606,189985
1607,191252
1608,44442
1609,125220
1610,77815
1611,163436
1612,166967
1613,104870
1614,16905
1615,233697
1616,219357
1617,45080
1618,90180
1619,22439
1620,157155
1621,74556
1622,94580
1623,26544
1624,198574
1625,242694
1626,209093
1627,241457
1628,91799
1629,26711
1630,35457
1631,85982
1632,150344
1633,40220
1634,145334
1635,231732
1636,96414
1637,92938
1638,30114
1639,25112
1640,254090
1641,69851
1642,95383
1643,210613
1644,144151
1645,163201
1646,185913
1647,244837
1648,100653
1649,160429
1650,62618
1651,40233
1652,223031
1653,147733
1654,109042
1655,85324
1656,244222
1657,4345
1658,38603
1659,195178
1660,110427
1661,103909
1662,208304
1663,215416
1664,200461
1665,858
1666,200313
1667,183902
1668,238375
1669,261141
1670,47693
1671,82262
1672,207999
1673,177717
1674,34770
1675,248083
1676,196616
1677,215897
1678,118875
1679,214200
1680,128943
1681,232700
1682,237660
1683,3685
1684,235262
1685,102348
1686,253607
1687,156745
1688,240488
